Company,items,industry,description
프레스티지바이오로직스,바이오시밀러 제조,의약품 제조업,"기업개요
동사는 2021년 코스닥 시장에 상장하여 국내외 제약회사의 첨단 바이오의약품을 위탁 생산하며,의약품개발 과정에 참여하여 개발단계별 맞춤형 서비스를 제공하는 사업을 영위하고 있음.
Easy to modify/Adapt 시스템을 도입하여 고객 필요에 맞는 제조 환경을 제공하는 CDEMO 사업을 영위하고 있음.
동사는 현재 항체의약품 생산 전문제약회사로서 항체의 정제와 관련하여 독자적인 항체 정제방법 기술을 보유하고 있음.
출처 : 에프앤가이드"
프리시젼바이오,체외진단 기기 및 시약,의료용 기기 제조업,"기업개요
동사는 다양한 질병 표지자 검출 기술을 바탕으로 임상진단 솔루션을 제공하는 체외진단(IVD) 전문기업임.
인공위성 카메라 이미징 기술을 활용한 시분해 형광 면역진단 플랫폼 개발을 통해 면역진단제품인 Exdia TRF 플랫폼과 골드흡광 검사기 및 시약 플랫폼, 신속육안진단 플랫폼 PBCheck 등을 판매중에 있음.
면역진단 검사기 및 카트리지, 임상화학 검사기 및 카트리지와 관련하여 특허 375건을 보유하고 있음.
출처 : 에프앤가이드"
피플바이오,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단),의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 2002년 9월 9일 설립되어 생물 공학을 이용한 의약 개발, 식품재료 개발, 화학물질 개발ㆍ공급 및 자문을 주요 사업으로 영위하고 있음.
동사의 주력 제품은 대표적인 퇴행성 뇌질환 중 하나인 알츠하이머병 조기진단에 활용할 수 있는 혈액 검사 제품이 있음.
동사는 현재 상급 종합병원과 검진센터, 병·의원급 등 전국 120개 의료기관에 알츠온 브랜드를 앞세워 알츠하이머병 혈액검사 키트 제품(의료기기)을 공급하고있음.
출처 : 에프앤가이드"
하이텍팜,주사제용 무균 원료의약품(Sterile Imipenem 외),기초 의약물질 및 생물학적 제제 제조업,"기업개요
원료의약품의 제조 및 판매 등을 영위할 목적으로 1998년 설립되었으며, 2010년 코스닥시장 상장을 승인받아 매매가 개시됨.
주사제용 무균이미페넴/실라스타틴은 카바페넴계 항생제로 원 개발자는 미국 MSD이며 동사 및 중외 제약, 대만의 Savior 등과 경쟁 중임.
2003년 처음 발매를 시작한 이후 수요가 있는 여러나라에 판매하고 있으며 품질 및 가격에서 경쟁력을 유지 하고 있음.
출처 : 에프앤가이드"
휴럼,금융지원 서비스,기타 식품 제조업,"기업개요
동사는 2005년 8월 26일 후스타일이라는 법인형태로 설립되었으며, 2017년 12월 12일 코넥스 시장에 상장함. 2017년 4월 1일에 휴럼을 흡수합병하고, 사명을 휴럼으로 변경함.
건강기능식품 및 유산균 관련 제품을 제조하여 유통하는 사업, 카페전용원료를 유통하는 사업을 주사업으로 영위하고 있음.
2021년 7월 27일 엔에이치스팩16호와 코넥스 기업 휴럼이 합병하여 코스닥시장에 상장하며,사명은 휴럼으로 변경됨.
출처 : 에프앤가이드"
JW중외제약,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",의약품 제조업,"기업개요
동사는 의약품의 연구, 개발, 제조, 판매를 주요 사업으로 하며 치료제 중심으로 병원시장을 선도하고 있음.
리바로, 트루패스, 시그마트, 악템라 등 강력한 오리지널 파이프라인, 세계 5대 수액제 브랜드로 오메가3와 오메가6를 이상적으로 배합한 3세대 3챔버 영양수액 위너프 등을 보유.
피타바스타틴과 에제티미브를 결합한 2제 복합신약을 국내 최초로 품목허가를 받았음.
출처 : 에프앤가이드"
JW홀딩스,의약품 수출입업,기타 금융업,"기업개요
2007년 JW중외제약의 투자사업부문과 해외사업부문 등을 인적 분할하여 설립된 지주회사임. 의약품도소매 및 수출입업, 부동산임대, 브랜드 및 지적재산권 라이선스업, 투자경영자문 및 컨설팅업 등을 목적으로 함.
국내외에 JW중외제약, JW생명과학, JW Healthcare Philippines 등 1,521개의 연결대상 종속회사를 보유함.
동사의 주요 상품으로는 프리페넴, 영양수액, 이트라코나졸, 메로페넴이 있음.
출처 : 에프앤가이드"
SK바이오사이언스,백신 제품 및 제제,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 에스케이케미칼 주식회사의 VAX사업부문을 물적분할하여 설립되었으며, 백신 및 바이오의약품의 연구개발, 생산, 판매 및 관련된 지식재산권의 임대를 주요 사업으로 영위함.
코로나19 팬데믹으로 인한 글로벌 최고 수준의 백신 생산시설인 L House를 기반으로 글로벌 제약사와의 수주 계약을 통해 코로나19 백신의 C(D)MO사업을 본격화함.
AstraZeneca, Novavax 위탁생산으로 코로나19 백신을 공급하고 있음.
출처 : 에프앤가이드"
부광약품,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",의약품 제조업,"기업개요
1960년 설립된 의약품, 의약외품 제조업 및 판매업과 연구개발 등 생명공학 관련사업을 영위하는 회사로 1988년 유가증권시장에 상장됨.
주요 제품으로는 레가론, 치옥타시드, 훼로바, 덱시드, 씬지로이드, 아프로벨, 오르필, 액시마, 헥사메딘, 등이 있음.
동사는 전국을 대상으로 영업활동을 하고 있으며, 매출형태별로는 제품매출, 상품매출, 수출/기타 매출이 있음.
출처 : 에프앤가이드"
서흥,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",기타 화학제품 제조업,"기업개요
동사는 1973년 설립되어 1990년 한국거래소에 상장했으며 하드캡슐, 의약품 및 건강기능식품, 화장품 및 젤라틴 부문 사업을 영위하는 제조 전문기업임.
주요 사업부문은 캡슐, 젤라틴 등 원료, 화장품 부문으로 구성되며 하드캡슐부문에서 동사가 국내 시장 95% 이상을 점유하고 있음.
연결대상 종속법인을 10개 보유하고 있으며 각 기업들은 젤라틴, 캡슐 등 제조업, 건강기능식품 제조업, 부동산 임대업 등을 영위하고 있음.
출처 : 에프앤가이드"
신풍제약,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",의약품 제조업,"기업개요
동사는 1962년 6월 5일 의약품 제조를 목적으로 설립되었으며 1990년 1월 20일에 유가증권시장에 상장됨.
동사의 주요 목적사업은 완제의약품 및 원료의약품 등의 제조 및 판매임.
동사는 글로벌 신약개발, 개량신약 및 퍼스트제네릭 출시로 향후 매출 증가를 꾀하는동시에 수익성 높은 품목의 집중 육성을 통해 수익성을 제고하여 경쟁이 치열한 국내제약시장에서 경쟁력 확보를 위해 매진하고 있음.
출처 : 에프앤가이드"
유한양행,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",의약품 제조업,"기업개요
동사는 1926년 6월에 설립되었으며 의약품, 화학약품, 공업약품, 수의약품, 생활용품 등의 제조 및 매매를 주 사업목적으로 하고 있음.
동사의 주요 사업부문은 약품사업부문, 생활건강사업부문, 해외사업부문으로 이루어짐.
의약품사업부문의 주요 제품으로는 렉라자, 안티푸라민, 삐콤씨, 듀오웰, 코푸시럽 등이 있고 이외에도 에이즈치료제, C형간염치료제, 항생제 등을 수출사업에서 다루고 있음.
출처 : 에프앤가이드"
한독,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대",의약품 제조업,"기업개요
동사는 의약품, 제약원료 및 공업용약품의 소분업과 제조판매업 등을 영위할 목적으로 1954년에 설립됨.
동사가 영위하는 주요 사업으로는 의약품, 의료기기, 건강기능식품, 부동산 임대업 등이 있으며, 주요 제품으로는 아마릴, 테넬리아, 아텔리카, 레디큐 등이 있음.
서울특별시 강남구 역삼동에 본사를, 충청북도 음성군에 공장을, 서울특별시 강서구 마곡동에 연구소를 두고 있으며, 지방사무실들을 설치ㆍ운영하고 있음.
출처 : 에프앤가이드"
HLB제약,"씨트리시메티딘정, 로자틴정",자연과학 및 공학 연구개발업,"기업개요
동사는 1998년 4월 23일에 설립되었으며 주요 목적사업은 완제의약품과 원료의약품의 개발 및 제조임. 2015년 12월 21일 코스닥시장에 상장함.
주요 제품은 의사의 처방에 의한 전문의약품 ETC에 속하는 '씨트리시메티딘정', '로자틴정', '라베피아정' 등과 일반의약품 OTC에 속하는 '지노베타딘질좌제' 등이 있음.
동사의 시장지배력은 대형 제약사 대비 미미한 상황이나 신규 출시 제품을 중심으로 시장점유율을 확대하고 있음.
출처 : 에프앤가이드"
HLB테라퓨틱스,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",기타 전문 도매업,"기업개요
동사는 2008년 설립된 의약품 연구개발 기업으로서 2016년 코스닥시장에 주권을 상장함.
동사는 개발단계 프로그램으로 다제내성 결핵 치료제 Telacebec(Q203), 아토피성 피부염 치료제 Q301, 면역항암/내성암 치료제 Q702 , CDK7 저해 항암제 Q901을 주요 포트폴리오로 가지고 있음.
동사는 의약품 연구개발을 주요 사업으로 영위하고 있으며, 프로젝트 매니지먼트 기반의 네트워크 연구개발을 사업모델로 구성함.
출처 : 에프앤가이드"
대화제약,"후로스판, 세파메칠 등",의약품 제조업,"기업개요
동사는 1984년 설립되어 2003년 코스닥시장에 상장되었으며 의약품 및 의약부외품의 제조 및 판매와 완제의약품을 공급받아 유통하는 의약품 도매업을 영위하는 기업임.
사업부문은 약품 및 의약품외품의 제조및 판매업, 도소매업, 원료의약품 제조 및 판매업 등을 주요 사업으로 함.
제품은 전문의약품, 일반의약품, 의약품원료로 구성되며, 주요 제품으로 세파메칠정, 후로스판정, 마그네스정 등 감염질환, 소염진통제 등으로 구성됨.
출처 : 에프앤가이드"
디오,자동포장기계,의료용 기기 제조업,"기업개요
동사는 1988년 설립되어 의료기기와 인공치아용 임플란트 제품을 생산 및 판매하는 사업을 영위함.
동사가 공급하는 주력 제품군은 임플란트, DIONavi., Digtal 교정장치, 디지털 보철솔루션 등 총 4개 부문임.
치과용 임플란트 판매를 주 사업목적으로 DIO CENTRAL EUROPE Kft.(Hungary)라는 계열회사가 2023년 02월에 설립되었으며, 현재 동사가 보유한 지분율은 100%임.
출처 : 에프앤가이드"
리메드,자기장 치료기기,의료용 기기 제조업,"기업개요
강력한 자기장을 생성시켜 비침습적인 자극으로 신경세포의 탈분극 유도를 통해 각종 질환을 치료/재활하는 의료기기를 개발 및 제조.
주요 사업으로는 비침습적 방법으로 TMS를 활용하는 뇌재활사업, 각종 근골격계 통증치료에 사용되는 NMS를 활용한 만성통증사업, 근력 강화를 위한 CSMS를 활용한 에스테틱사업이 있음.
NMS 제품의 경우 2021년 가장 큰 시장인 미국에서 FDA 허가를 받은 뒤 현재 미국 시장에도 진출.
출처 : 에프앤가이드"
바이오니아,"합성유전자,시약및유전자분석장비",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 1992년 국내 바이오벤처 1호로 설립되어 2005년 코스닥시장에 상장하고, 연구 및 분자진단, 프로바이오틱스, 신약개발 등 다양한 사업을 영위하고 있음.
유전자 연구에 필요한 기초 원료물질의 생산부터 합성, 추출 및 증폭에 필요한 장비와 키트까지 자체적으로 개발하여 생산하는 국내 유일 분자진단 토탈 솔루션 기업.
연결회사로 미국, 중국의 해외법인과, 에이스바이옴, 써나젠테라퓨틱스, 알엔에이팜을 보유함.
출처 : 에프앤가이드"
바이오다인,액상세포검사 장비 및 소모품,의료용 기기 제조업,"기업개요
동사는 1999년 10월 설립되었으며, 주요 사업 분야는 액상세포검사(LBC)임.
동사는 세포의 변형 없이 진단에 필요한 세포를 고르게 스미어하는 블로윙 기술을 기반으로, 자궁경부암 등의 진단을 위한 액상세포검사(LBC) 진단 기기 및 진단시약 키트를 생산, 판매하고 있음.
일본, 러시아, 포르투갈 등 전 세계 11개국에 수출하고 있으며, 글로벌바이오테크컴퍼니와의 계약을 통해 글로벌 판매 기반이 확보되었음.
출처 : 에프앤가이드"
바텍,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",의료용 기기 제조업,"기업개요
1992년 설립된 동사는 Digital X-ray System과 Solution을 개발 및 제조하여 치과에 판매하는 전문 덴탈의료기기 제조업체임.
주력사업인 덴탈 이미징은 치과용 Digital X-ray 및 CT, Generator를 개발하여 국내외 현지법인과 대리점을 통해 판매하고 있음.
자회사 바텍엠시스는 FCM(Free Care Membership) 서비스를 론칭하여 기공소와 치과를 연계하는 종합 서비스를 제공하고 있음.
출처 : 에프앤가이드"
블레이드 Ent,"콘돔,고무골무,의료용 장갑",고무제품 제조업,"기업개요
1973년 설립이래 지속적인 시설을 확장함과 동시에 최신 자동설비를 설치하여 콘돔 및 의료용 고무제품 외 마스크와 필터 및 의약품 생산 ·판매 하는 회사임.
동사의 주요 종속회사인 블루베리메타는 확보한 IP(지적재산권)를 활용한 NFT플랫폼 서비스 사업등을 진행하고 있음.
동사의 주요 제품은 콘돔, 지삭크(COT), 장갑(의료용, 공업용, 방호용, 검진용)등이 있음.
출처 : 에프앤가이드"
서울제약,"정제,연질캅셀제,경질캅셀제,연고 및 크림제 등",의약품 제조업,"기업개요
동사는 1985년 12월 23일 설립되어 의약품(양약)제조 및 판매업을 영위하였으며 2000년 7월 코스닥시장에 상장됨.
의약품의 제조 및 판매를 목적으로 하고 있으며 우수의약품 개발 및 생산을 통한 질병퇴치와 국민건강증진이라는 창업이념에 바탕을 두고 있음.
2012년 세계 최초로 140.45mg 의 고용량의 주성분을 함유한 구강붕해필름인 불티스를 개발함. 한국화이자제약, 대웅제약 등에 구강붕해필름 제품을 생산 공급하고 있음.
출처 : 에프앤가이드"
싸이토젠,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼,자연과학 및 공학 연구개발업,"기업개요
동사는 2010년에 설립된 순환종양세포(CTC) 기반 액체생검 전문 업체로, 2018년 코스닥시장에 기술특례 상장함.
액체생검은 암을 진단할때 조직생검 대비 안전성, 편의성, 검출력 등의 장점을 가진 방법이며, 바이오마커로 CTC, 엑소좀 등이 활용되는데 동사는 CTC 기반 플랫폼 기술을 보유함.
CTC를 손상 없이 포획할 수 있는 고밀도 미세다공칩(HDM chip)을 개발하였고, 세계 최초로 상용화 수준의 CTC 배양에 성공함.
출처 : 에프앤가이드"
씨젠,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 인체 및 동식물에서 채취한 검체로부터 유전자 정보가 들어있는 DNA 및 RNA 분석을 통해 질환의 원인을 검출하는 분자진단사업을 핵심사업으로 함.
동사의 기본적인 영업 경로는 국내외 협력 대리점 및 해외법인으로, 이탈리아, 중동, 미국, 캐나다, 독일, 브라질, 멕시코, 콜롬비아, 남아공에 현지 법인 및 지점을 설립하여 지역적 접근 및 직접 관리를 강화.
2023년 1분기 기준 총매출액 중 수출 비중이 80% 이상을 차지.
출처 : 에프앤가이드"
에이비온,"표적 항암제, 바이오 베터 신약",자연과학 및 공학 연구개발업,"기업개요
동사는 2007년 4월 설립되었으며 2021년 9월 코스닥 이전상장되었음.
동사는 정밀의료 기반의 항암제 및 호흡기 바이러스 치료제 등 신약 후보물질을 개발하고 있음.
동사의 주력 파이프라인으로는 c-MET 표적항암제 ABN401, 바이러스성 감염병 치료제 ABN101, Claudin3 표적 항체 치료제 ABN501이 있으며, 현재 ABN401은 임상2상 진행 중에 있음.
출처 : 에프앤가이드"
에이프로젠 H&G,"모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",기타 전문 도매업,"기업개요
1998년 2월에 설립되어, 모바일게임 퍼블리싱, 의약품 도소매업, 임대수익 사업을 영위하고 있음.
동사는 모바일게임 개발 및 퍼블리싱 사업을 하고 있으며, 이 외에 부동산 및 장비 임대를 하는 임대수익사업부 및 의약품 도.소매를 주요 사업으로 하는 의약품사업부로 이루어져 있음.
게임사업의 주요 제품은 포트리스M 등이 있으며, 의약품사업에서는 항생제, 순환기제, 소화기제 등 100품목 이상의 전문의약품을 판매하고 있음.
출처 : 에프앤가이드"
엠아이텍,비혈관 스텐트 및 체외충격파 쇄석기,의료용 기기 제조업,"기업개요
1991년 설립된 동사는 비혈관용 스텐트와 비뇨기과 쇄석기를 제조, 판매하는 의료기기 전문업체임.
주력 제품은 소화기(소화기관용) 스텐트로 3,000여 가지의 디자인을 보유하고 있음. 수작업 방법으로 독특한 구조와 고객 맞춤형 다양한 제품을 생산 판매함.
동사는 주요 사업인 비혈관 스텐트와 시너지 효과가 있는 소화기 내과 포트폴리오를 구성하기 위해 2020년 6월 후지필름 소화기 내시경 장비를 국내에 수입/유통판매를 시작함.
출처 : 에프앤가이드"
인피니트헬스케어,의료영상저장전송시스템(PACS),소프트웨어 개발 및 공급업,"기업개요
동사는 2002년 주식회사 메디페이스와 주식회사 쓰리디메드의 신설합병을 통해 설립된 회사로, 의료용 소프트웨어를 판매하고 유지보수하는 서비스를 주요사업으로 영위하고 있음. 국내 PACS 시장 점유율 1위 기업임.
PACS는 의료기기에서 획득한 영상을 의료 표준에 따라 디지털화하여 저장, 전송 및 관리하는 시스템임.
동사의 국내 및 해외 종속회사는 총 12개이며, 이 중 국내 법인은 3개, 해외 법인은 9개를 보유하고 있음.
출처 : 에프앤가이드"
일신바이오,초저온냉동고및동결건조기,일반 목적용 기계 제조업,"기업개요
동사는 생명공학의 연구 및 식품, 제약업체의 생산, 연구에 사용되는 초저온냉동고(Deep Freezer), 동결건조기(Freeze Dryer), PLANT형 동결건조기 등 제조, 판매하는 바이오장비 전문회사임.
주요 종속회사인 (주)아이에스씨는 이화학기기의 수출전문 업체로서 지배회사인 (주)일신바이오베이스의 제품 전반의 해외영업 및 해외 마케팅을 전담하고 있음.
출처 : 에프앤가이드"
중앙백신,동물용백신,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2003년 7월 코스닥시장에 상장된 동물약품 전문 제조업체로 동물 백신의 생산 판매를 주력으로 하고 있으며 사료첨가제, 구충제 등의 상품 판매도 하고 있음.
동사는 축종에 따라 수이샷 양돈백신, 포울샷 가금백신, 캐니샷 애견백신, 보비샷 축우백신 등으로 제조 판매하고 있음.
국제수역사무국 산하 Affsa Nancy 인증을 받아 광견병 중화항체가 농장을 대상으로 병성진단 용역 및 생물학적제제에 대한 연구용역을 제공하고 있음.
출처 : 에프앤가이드"
지니너스,"NGS기반 조직생검 암유전체 동반진단(CancerSCAN), 액체생검 암유전체 동반진단(LiquidSCAN), 단일세포분석(Celinus) 등",자연과학 및 공학 연구개발업,"기업개요
동사는 유전체 분석 기술을 바탕으로NGS(Next Generation Sequencing) 기술 트렌드를 선도하고 정밀의료 시장을 선도하는 생물정보분석 전문 기업임.
NGS 암 진단 서비스인 CancerSCAN 및 액체생검 NGS 검사인 LiquidSCAN를 선도적으로 상용화하였음.
초정밀 싱글셀 분석 기술을 통해 싱글셀 분석 플랫폼인 Celinus를 운영하고 있으며, 바이오마커 발굴 및 면역항암백신 개발을 추진하고 있음.
출처 : 에프앤가이드"
진바이오텍,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등",산업용 농·축산물 및 동·식물 도매업,"기업개요
동사는 2000년에 설립되어 2006년 코스닥시장에 상장되었으며 유익미생물을 이용한 기능성 사료첨가제의 제조, 판매 및 동물약품 생산을 영위하고 있음.
주요 제품으로는 펩소이젠, 락토케어, 아세트펜30액, 슈퍼솔 등이 있으며 가공 및 제조방법에 있어 특허 보유.
고상동물약품과 사료첨가제의 경우 상대적으로 제품의 수명이 안정적인 것이 특징이며 고상발효를 통한 항생제 대체물질과 식물성 단백질 원료의 개발을 중심으로 연구개발을 추진.
출처 : 에프앤가이드"
진시스템,분자진단기반 플랫폼 개발 및 제조·판매,의료용 기기 제조업,"기업개요
동사는 2010년 3월 24일에 설립된 분자진단 관련 원천기술의 개발 및 사업화를 목적으로 설립된 벤처기업임.
2016년 신속 PCR 기술 기반 현장 분자진단 플랫폼의 상용화에 성공함으로써, 분자진단의 혜택을 보다 경제적으로 누릴 수 있도록 하기 위한 솔루션을 개발, 제조 및 서비스하고 있음.
2021년 5월 26일 코스닥 시장에 기술성장기업 특례를 통해 신규 상장함.
출처 : 에프앤가이드"
진양제약,"소부날, 옥티란",의약품 제조업,"기업개요
동사는 의약품 제조 및 판매 (수출입 포함)를 지배적 사업부문으로 영위하고 있음.
의약품의 제조, 판매를 주요 사업으로 하고 있으며, 동사의 판매는 현재 내수 98%, 수출 2% 이며 내수는 외상판매로 판매방법은 영업부직원이 약국과 병의원을 직접방문 주문 후 판매하는 방법 등이 있음.
동사는 국내 유수의 제약사들과의 공동판매를 통해 적극적으로 시장점유율 확대를 추진하고 있음.
출처 : 에프앤가이드"
큐리언트,저분자 혁신신약,자연과학 및 공학 연구개발업,"기업개요
동사는 2008년 설립된 의약품 연구개발 기업으로서 2016년 코스닥시장에 주권을 상장함.
동사가 영위하는 사업은 연구개발총괄부문과 의약품유통부문으로 나뉘어져 있음. 연구개발총괄부문에서는 항암제, 항생제, 항염제 등의 신약개발활동을, 의약품유통부문에서는 전문의약품 유통을 담당하고 있음.
항암 파이프라인으로는 면역항암제 Q702와 세포주기조절인자를 타겟하는 항암제 Q901이 있으며, MSD(미국 머크)와 공동개발계약을 체결함.
출처 : 에프앤가이드"
클래시스,미용의료기기,의료용 기기 제조업,"기업개요
동사는 2007년 설립되었으며, 미용목적을 위한 의료기기와 미용기기 그리고 개인용 뷰티 디바이스 및 화장품 사업을 영위하고 있음.
주요 제품의 누적 판매대수와 사용횟수가 증가되고 있음. 현재 동사 브랜드와 소모품의 매출비중은 각각 50.1%, 47.9%임.
매출처는 전세계 60여개국 대리점 및 국내 병의원, 일반 소비자 등으로 이루어져 있으며, 제품 및 관련 소모품은 당사의 생산 시설을 통해서 직접 생산하고 있음.
출처 : 에프앤가이드"
테라젠이텍스,"Loading/Unloading System, PCB Bonding System",의약품 제조업,"기업개요
동사는 유전자 기반의 예측 및 진단, 예방, 신약 개발, 제약, 의약품 유통, 의료 빅데이터 등 관련 산업 전반을 아우르는 종합 제약·바이오 그룹임.
유전체 분석 및 관련 사업을 하는 바이오연구소 부문과 의약품 생산, 판매를 하는 제약사업 부문으로 구분되며, 각각 대표를 따로 두고 독립적으로 운영 중임.
계열사인 이텍스제약을 2010년 합병하여 제약사업을 영위하고 있으며, 종속회사 중 리스팜은 의약품 전문 유통업을 영위.
출처 : 에프앤가이드"
헬릭스미스,"바이오신약, 천연물신약 연구개발",자연과학 및 공학 연구개발업,"기업개요
동사는 1996년 서울대 학내 벤처로 설립되어 2005년 코스닥시장에 상장하고, 2019년 바이로메드에서 헬릭스미스로 사명 변경함.
플라스미드 DNA 플랫폼을 이용한 유전자치료제를 개발하는 바이오신약 사업과 천연소재의 약효를 검증하는 천연물신약 사업을 영위함.
임상단계 파이프라인으로 DNA 기술 기반의 VM202(당뇨병성신경병증, 족부궤양, 루게릭병), VM206(유방암)과 재조합 단백질 기반의 VM501(혈소판감소증)이 있음.
출처 : 에프앤가이드"
휴메딕스,"히알루론산 관절염치료제, 히알루론산 더말필러",의약품 제조업,"기업개요
동사는 2003년 2월에 설립되어 인체에 높은 안전성을 가진 생체 적합성 히알루론산 응용핵심 원천기술을 활용한 필러와 관절염치료제를 국내 및 글로벌 헬스케어 시장에 공급하고 있음.
동사는 이러한 원천 기술을 바탕으로 다양한 분야에 적용하여 의약품, 의료기기, 원료생산 뿐만 아니라 기능성 화장품 분야로 사업영역을 넓히고 있음.
주력 제품군은 고분자 소재인 히알루론산(HA), PDRN을 이용한 전문의약품 생산, 판매.
출처 : 에프앤가이드"
휴온스,"전문의약품, 일반의약품",의약품 제조업,"기업개요
동사는 주로 국소마취제, 점안제, 개량신약 및 제네릭 의약품 등을 국내 병의원, 약국에 공급하는 의약품 및 에스테틱 제품을 판매하는 제약사임.
의약품 부문의 경우 국소마취제, 점안제를 비롯해 다양한 포트폴리오의 의약품(300여개 이상 품목등록 보유)을 국내 병ㆍ의원ㆍ약국을 대상으로 공급 중임.
한편 2022년 1월, 종속회사 휴온스푸디언스를 통해 종합 건강기능식품 판매 영위 중.
출처 : 에프앤가이드"
JW생명과학,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",의약품 제조업,"기업개요
동사는 전문의약품인 수액 제품을 전문으로 생산하고 있으며, 지속적인 성과와 기술혁신을 통해 개발한 3세대 영양수액제가 아시아 최초로 유럽시장 진출에 성공함.
동사는 2013년 JW홀딩스를 통해 글로벌 기업인 Baxter와 수액 공급계약을 체결하였으며, 아시아권 제약사 중 최초로 완제품을 유럽에 수출함.
블록버스터급 바이오의약품 특허만료와 각국의 복제의약품 사용 장려 등에 따라 바이오시밀러 시장 확대가 예상됨.
출처 : 에프앤가이드"
광동제약,"의약품,식음료 제조,도매",의약품 제조업,"기업개요
동사의 영업부문은 약국영업부문(OTC/DTC), 병원영업부문(ETC), 유통영업부문, 생수영업부문으로 구분하고 있음.
동사의 주요제품으로는 쌍화탕류, 우황청심원, 베니톨, 비타500, 광동 옥수수수염차 등이 있으며, 2012년에는 삼다수 판매권을 획득하여 생수사업을 시작함.
동사의 매출 대부분은 국내 매출로 약국용 일반제품과 병원용 제품 및 유통제품으로 대분류할 수 있음.
출처 : 에프앤가이드"
덴티움,치과용 기기 제조업,의료용 기기 제조업,"기업개요
동사는 2000년 설립되어 임플란트 제품을 주력으로 치과용 의료기기 및 생체재료를 Total Solution으로 개발, 생산, 판매하고 있음.
임플란트 전체 치료 과정 Package 판매 확대를 통해 매출 성장과 수익성을 확대해 나가고 있음.
지역별 매출 비중은 국내 28%, 해외 72%로 해외 매출 비중이 높은 수출형 기업임. 해외법인과 현지 딜러 네트워크 영업망을 적극 활용하여 70여개 국가에서 판매 확대를 전개하고 있음.
출처 : 에프앤가이드"
동성제약,"의약품,화장품 제조,도매",의약품 제조업,"기업개요
동사는 1957년 설립되어 의약품, 화장품의 총 2개 사업부문으로 운영되고 있으며, 1990년 유가증권시장에 상장함.
동사의 의약품과 화장품 중 염모제 제품군은 대부분 아산공장에서 직접 생산 중이며, 그 외 제품군은 상품을 매입하여 판매하는 체제로 운영하고 있음.
충남 아산에 생산공장 및 중앙연구소, 서울 서초구에 의약외품연구소, 대구광역시에 대구암센터를 비롯해 서울을 포함한 각 지방에 총 18개의 사업장을 운영 중임.
출처 : 에프앤가이드"
에스디바이오센서,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),의료용 기기 제조업,"기업개요
동사는 2010년 12월 27일 에스디(현, 한국애보트진단)의 바이오센서 사업부문을 인적 분할하여 설립된 회사임. 면역 및 분자진단 연구개발 확대와 경영 효율성 확보를 위해서 2016년 바이오넥스트를 합병함.
분자진단, 면역화학진단, 현장진단, 자가혈당측정 분야에 주력하고 있으며 'STANDARD M', 'STANDARD Q' 등에 대해 연구개발 및 판매를 진행하고 있음.
2021년 7월 16일 코스피 시장에 신규 상장함.
출처 : 에프앤가이드"
영진약품,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",의약품 제조업,"기업개요
동사는 1962년 의약품의 제조 및 판매를 목적으로 설립되었으며, 1973년 한국거래소에 상장됨.
KT&G그룹의 계열사로 바이오/제약 사업부문의 중추적 역할을 수행하며, 국내외 제약시장에서의 지속 가능성 및 혁신적인 제품 개발 능력 등 우수한 사업성을 입증하고 있음.
하모닐란 등 대형품목 및 파이브로 등 주요 자사 경구제의 매출 회복을 통해 꾸준한 성장을 유지하고 있음.
출처 : 에프앤가이드"
